_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
357.5989576565097,16725,0.012517797395454685,-3.0909518976051644,2.996085924250169,0.1556836420757278,0.01208181,-3.1078205,3.1989238,0.41550153,2.888903200698763e-17,-5.901478214053953,5.023731061125715,0.9999860909968973,0.3220602081468812,-0.008849932694545723,0.6116383326134338,0.021259311804476228,20,-0.018506367,7.360505,0.009310525,1.5,1.0,0.0015411258254193262,0.9275086368987392,-4.268064142273911
464.7207412258352,18847,0.008419065403963123,-2.0741992801120177,2.827089740046897,0.03559334945468296,0.0014522723,-2.7546892,2.8537426,0.39147317,2.4128367957046963e-17,-9.393306516643195,4.614868531415893,0.9999501557751729,0.38503420801255506,-0.00817693301233522,0.6442528770182837,0.017815357526814804,40,-0.0067890324,7.36625,0.0034060422,1.5,1.0,0.0006762058376507941,0.9658357445345792,0.5353879531143819
404.73819884093837,16666,-0.009482930663922511,-2.253040284371925,2.554780770070866,0.0501791237994477,-0.020595755,-2.7347896,2.71576,0.3954827,8.526853903277333e-19,-6.319613535474695,8.276562073519724,0.9999529860324866,0.36539771061989945,-0.009027836572378883,0.6543093458837375,0.020338771085294957,60,-0.007150218,7.342603,0.004032086,1.5,1.0,0.0005472050059366515,0.9734967316681253,0.5958797153476478
489.66129955676917,19634,0.012330933257669176,-2.1170230085578354,2.5397647617879993,0.04911809311331564,0.007758303,-2.8049517,2.859885,0.39889276,1.7370913372967712e-17,-13.520096852135188,8.071264972987672,0.9999090022354372,0.39127838280182303,-0.007853053330909467,0.651693717398718,0.019241172737504572,80,-0.0077994736,7.3151565,0.003950762,1.5,1.0,0.0003562082185740891,0.9815125039098309,0.9190444820700598
486.9539734578622,19347,0.01255968115816428,-2.2386655615514446,2.6257357096744802,0.0447161939003839,0.0061303256,-2.6923316,2.8444562,0.39604464,-3.672624881170725e-19,-6.653000581580635,10.54412521121318,0.9998981978068213,0.3910714489265265,-0.008120459799007228,0.6381875895559359,0.01955022152041133,100,-0.0075171944,7.3065987,0.0045352434,1.5,1.0,0.00043477964903070244,0.9784189400932451,0.9118055265110113
485.85712992925954,19490,0.021866756953364798,-2.2210385468543734,2.820566040509428,0.04455524176480919,0.0129905725,-2.8294353,2.8072798,0.39290157,0.0,-15.449499752136381,4.970430970233014,0.99987931684366,0.38878882341429205,-0.008285299850089366,0.6472971967050359,0.01706664394031496,120,-0.007435965,7.3040323,0.0036816625,1.5,1.0,0.0003123890311010651,0.982366896469875,0.9333878357191377
503.72397105792396,20000,0.01893334128838199,-1.9574864984937612,2.392065202323511,0.0393888994034913,-0.0012071439,-3.2966695,2.9910946,0.3910572,1.1368683772161604e-17,-17.15091670973805,5.829952855267948,0.9998905701448175,0.3915041953529503,0.0014593799643698743,0.6765378933046801,0.019476158757081113,140,-0.007347888,7.3003607,0.0042441124,1.5,1.0,0.00032916078696045465,0.9847430365070713,0.9151806787722915
460.2855019554221,18165,0.0207096586380862,-2.1120801515633794,2.524051171303256,0.033390017786563135,0.007451384,-2.7613413,2.890136,0.38561195,1.0952489183200003e-17,-12.99419550325069,8.68649261638021,0.9998864818884023,0.38614060736775085,-0.007492542934924138,0.6553250992118067,0.019011002032060898,160,-0.0064648427,7.2964144,0.003781973,1.5,1.0,0.0002255884683049377,0.9885328197504523,0.9384905392915486
522.4896284801855,20000,0.025501945731328295,-2.070868906796251,2.9534909626196186,0.05279045563501752,0.0240478,-2.8453085,3.0941849,0.39833453,5.684341886080802e-18,-11.72643673426564,5.486036456592375,0.9999205564753909,0.4070944496160215,0.0010584056699590298,0.701818970198913,0.021152918707233674,180,-0.0065592625,7.2969046,0.003977333,1.5,1.0,0.00029874068243113545,0.9859442877986176,0.7472571432642048
508.1441999323644,19581,0.01961655853807632,-2.442880102430801,3.001483200911174,0.0554309994859512,0.014363278,-2.9250078,2.9675608,0.4031582,-5.805977106461163e-18,-7.127767703825011,9.623302184634884,0.9998873893624058,0.40195432628531036,-0.00904058964368597,0.6985971529201135,0.022044064209847364,200,-0.010514235,7.2849693,0.0069282977,2.25,1.0,0.00042861056358513993,0.9806991928649973,0.9394973761557801
524.5229062277018,20000,0.02769095860029585,-2.4041652186265554,2.738158809962925,0.0582372893256201,0.025147313,-2.6840296,2.6220922,0.4040653,-1.1368683772161604e-17,-6.195022718585737,7.400668325709978,0.9998888320216458,0.4086768311833107,0.0015912771987350435,0.7056653732609398,0.022951751986377673,220,-0.009248018,7.27299,0.0040618875,2.25,1.0,0.00041938271001603527,0.9855074418716219,0.9534700288342839
534.2513536031068,20000,0.024758443848912837,-2.2599458749427948,2.753108336074923,0.0634422118026317,0.021845633,-2.7936687,2.7332716,0.4038897,-1.4210854715202004e-17,-7.310296731548542,5.830504257629739,0.999893029435973,0.4176723933521627,0.0003955108727407032,0.7325060771967838,0.02127838973500974,240,-0.0051943753,7.2736382,0.0021324249,2.25,1.0,0.00033145634983093185,0.9847417304507599,0.9314726250346189
548.5906757659857,20000,0.02210349695069868,-2.243080459399842,2.962838048827643,0.051172683175422,0.009150006,-3.5663614,2.9154174,0.39900315,5.684341886080802e-18,-6.726153100657122,6.101607065777566,0.9998787090088119,0.4262793301676732,0.001344277534633876,0.7739894928128542,0.023388653446176043,260,-0.005829197,7.2493443,0.0025817014,2.25,1.0,0.0003305088348496838,0.9858746150627553,0.9387505257782216
537.1006064378178,20000,0.02118832417951402,-2.1424521028211734,2.5428262026269324,0.053936621635727884,0.0020296986,-2.7348344,2.681829,0.39614174,1.2789769243681803e-17,-11.01898780461147,5.228316802551765,0.9998780610782445,0.41636800924294365,0.0012074566616647653,0.7320237724435688,0.020679397794153807,280,-0.0056277853,7.232741,0.002439067,2.25,1.0,0.0002656817460731439,0.9872133697760063,0.953904875364832
543.4731584503614,20000,0.023684253439986928,-2.0277629796988608,2.7622863490301324,0.05352456302143394,0.012886066,-3.0654948,2.9094462,0.39596707,1.1368683772161604e-17,-12.517876916831598,5.383021540663259,0.9998888604365437,0.41977104604690496,0.0010444773075359995,0.7726023320226514,0.023205904671341912,300,-0.0055749137,7.2147803,0.0023146446,2.25,1.0,0.00032400959050199674,0.9878413412335924,0.9480361195048517
