_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
407.74947181649566,20000,-0.08398866263373606,-2.186179407259409,4.493060908073916,0.0713148245168165,0.16912544,-2.8973212,3.7363977,0.38508072,-2.2168933355715125e-16,-6.312766712354722,7.540923373414983,0.9999754170403247,0.33036255312594015,0.0012459696823934796,0.5202497560244147,0.011166626386889787,20,0.012235196,7.353844,0.014105223,1.5,1.0,0.004538735244002678,0.5936434137911586,-0.30337650088323453
118.25474612439334,6714,0.023633822243123447,-2.6125383115307708,1.8543427412812756,0.03275028994351414,-0.062142916,-3.210846,2.6406589,0.39045435,1.1006321793126366e-16,-7.902335168412192,7.536457567970609,0.9999761686790307,0.24344355619769573,-0.010671529052167908,0.49080657545104306,0.0162323281847763,40,-0.037792657,7.347643,0.009577033,2.25,1.0,0.007997647117022728,0.5273929894785061,0.14252018710946524
230.44551353596725,11435,-0.007173388492941493,-3.167594806556861,1.980229948571577,0.0378361672023221,-0.0361858,-2.9832768,2.8015547,0.398892,2.485501480577526e-17,-4.832369455062036,6.234926545839893,0.9999818792113607,0.28265584827717927,-0.013702812120340437,0.5744373730440591,0.0184490332327566,60,-0.0077671544,7.344894,0.002873685,2.25,1.0,0.004508143557739544,0.7566437948878875,-0.915487703965099
359.74002760046403,18231,-0.0031537537229194136,-2.4278676026174293,2.429378175972131,0.034489317224665104,-0.023965776,-2.9804664,3.0672886,0.40597546,-2.5723120267767326e-17,-7.890424014971235,4.914520506141833,0.9999679305039247,0.3023005266797178,-0.008614503980948948,0.6030122754178265,0.017631278448534866,80,-0.004119244,7.338454,0.0017249268,2.25,1.0,0.004889415360820096,0.7278006533549379,-0.2988889516299116
438.07727821217696,18355,-0.026893772690467974,-2.301539025060778,2.2135968257791845,0.04169975344879579,-0.0048214714,-2.7731826,3.1037545,0.4187705,-6.193780317167858e-18,-7.677870237334291,4.286234182922318,0.999967649734697,0.3694263720408375,-0.009293010706787763,0.608901162319282,0.019370018312513643,100,-0.0024059033,7.33837,0.0010451778,1.5,1.0,0.005267410816560123,0.7302246709606588,0.07212814894017949
423.4487457881557,18039,-0.006305903059597686,-2.7967562866040296,2.433633548183528,0.05360413885502771,-0.020004647,-2.7749643,2.9256625,0.43590474,1.5755701219803763e-17,-7.3083738555318405,5.432402183379631,0.9999664401611289,0.3606899240022334,-0.009117951255429952,0.615663830818331,0.017492031497350135,120,-0.005308808,7.3476086,0.0031291358,1.5,1.0,0.005580748277679974,0.6811158477529478,0.16354395972577873
427.7987908634335,18537,-0.006840457028207157,-2.287507425440742,2.0976061447740237,0.04721589802896115,-0.018126985,-2.8073819,3.0633087,0.42804042,2.6831737337868593e-17,-7.973546859860094,3.9227483646922963,0.9999643147602539,0.35882902570187375,-0.008137937373780012,0.6101927029993641,0.018479214289811672,140,-0.004238775,7.3470573,0.0024368067,1.5,1.0,0.005258027580310366,0.7162013342973621,0.27322822183949125
480.08538417305044,20000,-0.008563251183138164,-2.613837708974558,2.3760729109872365,0.05115577614245876,-0.02567233,-2.9285893,2.8313231,0.42690715,-9.947598300641403e-18,-7.308248744657721,4.5440554877409145,0.9999670514332766,0.379074689950942,0.0013508030063167104,0.6310524260723142,0.016887492212853364,160,-0.0043912563,7.3515096,0.0029911546,1.5,1.0,0.00609504419915175,0.6413372555264851,0.0636035107743308
453.32498971844126,18597,-0.0017113197694633585,-2.8843275253807388,2.656961997908166,0.05086001304115554,-0.0150504615,-2.9360158,2.9925845,0.4294793,1.5282953933647367e-18,-8.35441590849421,4.054835778971561,0.9999662537193456,0.38229738819011516,-0.007763138439666371,0.6074905183969188,0.0174425209236171,180,-0.0049443,7.35441,0.0030451377,1.5,1.0,0.00470183450468111,0.7414971506030344,0.13833110783690106
462.51861470381874,19091,0.003342804761898665,-2.6541982169068596,2.345179920349408,0.04860982325997054,-0.036343656,-2.9948442,3.183555,0.42836908,-1.1909992951821908e-17,-8.847650688174713,4.836175558208417,0.9999713142461,0.3759698456084461,-0.007907755040876516,0.6489438011142656,0.01984317579744971,200,-0.00447582,7.3854914,0.0032359404,1.5,1.0,0.00488677091876004,0.7542940192138203,-0.09527098066738926
