_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
182.10668982474422,11956,0.020250354701377052,-2.610386867371275,3.456340351362803,0.07932166610748118,0.036057603,-2.8289487,3.3076653,0.3836397,-5.22982274564142e-17,-5.526551029035337,7.8753379322223696,0.9999426166120641,0.19860271449338662,-0.009469142346933959,0.42310121550319096,0.008815907675338791,20,-0.022203606,7.3298416,0.010125383,1.5,1.0,0.0009014555473367445,0.8983797014676481,0.018344659249568185
467.4524189758643,19098,-0.017207639708347957,-2.878855829098632,2.759692552245657,0.057230161046367335,0.04909641,-2.5729861,2.687118,0.3931095,-6.548095166707385e-17,-4.304774236564824,4.605978302972423,0.9999777366649366,0.3833310261547503,-0.009740115037988299,0.6473334708515048,0.02213206909791344,40,-0.0036901883,7.3253517,0.002280227,1.5,1.0,0.001419219162132585,0.9358753292183403,-1.4571784478058647
427.42860624469614,17987,0.011347691741831131,-2.120533519797758,2.314697413745095,0.040545011756324904,0.054975823,-2.7029376,2.8052762,0.39643887,5.0564001877629855e-17,-8.83675248088611,6.086221418046948,0.9999519341356106,0.3689135908842014,-0.008346610796928878,0.6572869212515755,0.0234262245586947,60,-0.0061332947,7.313058,0.0035677198,1.5,1.0,0.0007853510338684308,0.9670280622262103,0.5642717094867076
437.912996932235,19127,0.02193567025748479,-2.152658088121412,2.4530347755850372,0.03060260323601128,0.06359416,-2.63064,3.036696,0.3874003,-3.566272945729577e-17,-11.002083481735646,5.629979677478036,0.9999088888547696,0.35900256976654416,-0.007570148660546699,0.6779418239142767,0.018286843463595423,80,-0.006993871,7.312047,0.003260489,1.5,1.0,0.0004953468425645096,0.9733566916304757,0.8643894006990928
424.44736077195387,18352,0.019341024458003286,-2.171767846061045,2.4020413300598706,0.04326885027692745,0.06315276,-3.030305,2.814004,0.39485127,3.0973964069751535e-18,-9.90437668363551,6.935146185499133,0.9999107533206604,0.35587747014982163,-0.008208638108495515,0.6295041377820689,0.01877061145939403,100,-0.008951562,7.3098416,0.0058778147,1.5,1.0,0.00035491323709182425,0.9820355901459846,0.827924218442383
466.410198939137,20000,0.028347843396286137,-2.16096215847765,2.4136797246307413,0.043432596603885834,0.071956456,-2.4958644,2.74464,0.39373448,-1.1368683772161604e-17,-8.387551717051542,5.107263941238243,0.9999036340162994,0.35972471424082686,0.00048703860753448726,0.6564724847269378,0.024924068456706628,120,-0.0060096234,7.31361,0.0036903354,1.5,1.0,0.00039475753692607584,0.9849262923310927,0.9179339574616422
492.7837902245309,20000,0.01644243464593672,-2.2014893007818,2.7407045347182777,0.05493660421610523,0.0607047,-3.2498636,2.6215641,0.40380558,-8.526512829121201e-18,-8.868477913184243,5.284487465589933,0.9999178192181755,0.3899025443172958,0.0010941824352485134,0.6628267133980972,0.023055240044953663,140,-0.0065572187,7.299483,0.0037855797,1.5,1.0,0.0005340262158904694,0.9802091566694484,0.8777150404635947
511.95410360088624,20000,0.014264993558181269,-2.1362021427136506,2.7677866685312718,0.05717585343280747,0.05333905,-2.7670798,2.7250333,0.40478534,3.979039320256561e-17,-9.462399495112907,8.357471407188793,0.9999100154758357,0.40226911096760326,0.0010401791035765204,0.6842114259220238,0.025534554866030443,160,-0.0052725114,7.2784452,0.003260808,1.5,1.0,0.0005600380041177158,0.9780917158207856,0.920843749529522
489.58743641493464,19434,0.011041220606451008,-2.561214246990136,2.4560164113892498,0.0554921504483234,0.05943472,-2.8465705,2.8036091,0.39778167,1.1699787765937638e-17,-5.282368619746605,6.845798648129564,0.9999132438422548,0.3896517496290378,-0.007973542344196184,0.6985133803933891,0.02587285992223869,180,-0.006939578,7.2607894,0.0043658726,1.5,1.0,0.0005101488243805052,0.9803060596670615,0.9054024050805171
484.10523879775064,20000,0.010013919773397226,-2.0479136110570155,2.4472967057952895,0.05371339105986723,0.058013655,-2.574119,2.9530196,0.3943954,-1.7053025658242403e-17,-8.527939013245497,5.881262125520029,0.999921787440785,0.3735342207368829,0.00040554444155714,0.7232170309782439,0.02873463840834611,200,-0.005300581,7.2276545,0.0030566582,1.5,1.0,0.0006692643044432146,0.9770046530960104,0.8816391250794485
